id,title,season,episode,air_date,subject,colors,img_src,youtube_src,notes
11,Winter Glow,1,11,1983-03-15,"Deciduous, Lake, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting292.png,https://www.youtube.com/embed/Q03YvknOVe0,
12,Snow Fall,1,12,1983-03-22,"Cirrus, Clouds, Conifer, Lake, Mountain, Mountains, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Prussian Blue, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting293.png,https://www.youtube.com/embed/4E35-8x_y04,
13,Final Reflections,1,13,1983-03-29,"Bushes, Conifer, Deciduous, Grass, Mountain, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting294.png,https://www.youtube.com/embed/IEQWfszfRlA,
14,Meadow Lake,2,1,1983-08-31,"Bushes, Conifer, Cumulus, Deciduous, Grass, Lake, Mountain, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting269.png,https://www.youtube.com/embed/GARWowi0QXI,
15,Winter Sun,2,2,1983-09-07,"Conifer, Lake, Snow, Sun, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting270.png,https://www.youtube.com/embed/VPfYRj4DDco,
16,Ebony Sea,2,3,1983-09-14,"Clouds, Cumulus, Deciduous, Ocean, Sun, Tree, Trees, Waves","Alizarin Crimson, Black Gesso, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting271.png,https://www.youtube.com/embed/aOJsKNzO3i8,
17,Shades of Grey,2,4,1983-09-21,"Bushes, Cabin, Clouds, Conifer, Cumulus, Deciduous, Lake, Mountain, Mountains, Snow, Snowy_Mountain, Structure, Tree, Trees","Prussian Blue, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting272.png,https://www.youtube.com/embed/I-ousb8-SD0,
18,Autumn Splendor,2,5,1983-09-28,"Bushes, Deciduous, Grass, Lake, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting273.png,https://www.youtube.com/embed/rTTWw5Gd79I,
19,Black River,2,6,1983-10-05,"Bushes, Clouds, Cumulus, Deciduous, Grass, River, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting274.png,https://www.youtube.com/embed/6O4sfJd8G_M,
20,Brown Mountain,2,7,1983-10-12,"Clouds, Conifer, Cumulus, Grass, Lake, Mountain, Mountains, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting275.png,https://www.youtube.com/embed/Vx6v47gHBWM,
21,Reflections,2,8,1983-10-19,"Bushes, Cirrus, Clouds, Conifer, Lake, Mountain, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting276.png,https://www.youtube.com/embed/0FYfo94qefg,
22,Black and White Seascape,2,9,1983-10-26,"Cirrus, Cumulus, Deciduous, Ocean, Rocks, Sun, Tree, Trees, Waves","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting277.png,https://www.youtube.com/embed/PMDyPrE0puo,
23,Lazy River,2,10,1983-11-02,"Deciduous, Grass, River, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting278.png,https://www.youtube.com/embed/BW2wKKFvH1g,
24,Black Waterfall,2,11,1983-11-09,"Bushes, Clouds, Conifer, Cumulus, Deciduous, Grass, River, Rocks, Tree, Trees, Waterfall","Alizarin Crimson, Black Gesso, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting279.png,https://www.youtube.com/embed/GzSqjyQUPZQ,
25,Mountain Waterfall,2,12,1983-11-16,"Deciduous, Grass, Lake, Mountain, Mountains, Snowy_Mountain, Tree, Trees, Waterfall","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting280.png,https://www.youtube.com/embed/9jIt95PCFAA,
26,Final Grace,2,13,1983-11-23,"Bushes, Clouds, Conifer, Cumulus, Lake, Mountain, Mountains, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting281.png,https://www.youtube.com/embed/miJ19Kz_i3Y,
27,Mountain Retreat,3,1,1984-01-04,"Bushes, Cabin, Conifer, Deciduous, Lake, Mountain, Mountains, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting256.png,https://www.youtube.com/embed/hoimk4s8JoQ,
28,Blue Moon,3,2,1984-01-11,"Clouds, Cumulus, Moon, Night, Ocean, Palm_Trees, Tree, Trees, Waves","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting257.png,https://www.youtube.com/embed/loit61vLUMc,
29,Bubbling Stream,3,3,1984-01-18,"Deciduous, Grass, River, Rocks, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting258.png,https://www.youtube.com/embed/fuFalEXVN0k,
30,Winter Night,3,4,1984-01-25,"Cabin, Conifer, Snow, Structure, Tree, Trees, Winter","Alizarin Crimson, Bright Red, Cadmium Yellow, Liquid Black, Phthalo Green, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting259.png,https://www.youtube.com/embed/8ysFkNYwhAE,
31,Distant Hills,3,5,1984-02-01,"Cirrus, Clouds, Conifer, Deciduous, Hills, Lake, Mountain, Mountains, Tree, Trees","Alizarin Crimson, Burnt Umber, Cadmium Yellow, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting260.png,https://www.youtube.com/embed/8Zge88tVwjE,
32,Covered Bridge,3,6,1984-02-08,"Bridge, Deciduous, Path, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting261.png,https://www.youtube.com/embed/OHSm8kLE7js,
33,Quiet Inlet,3,7,1984-02-15,"Deciduous, Lake, Mountain, Mountains, Tree, Trees","Alizarin Crimson, Burnt Umber, Cadmium Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting262.png,https://www.youtube.com/embed/9N5IWKzYIyU,
34,Night Light,3,8,1984-02-22,"Cliff, Clouds, Cumulus, Lighthouse, Night, Ocean, Structure, Waves","Alizarin Crimson, Black Gesso, Burnt Umber, Cadmium Yellow, Phthalo Green, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting263.png,https://www.youtube.com/embed/l141Y0x8om0,
35,The Old Mill,3,9,1984-03-01,"Bushes, Cabin, Clouds, Cumulus, Deciduous, Mill, River, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting264.png,https://www.youtube.com/embed/OFKFUJ9eDNs,
36,Campfire,3,10,1984-03-08,"Bushes, Deciduous, Fire, Lake, Person, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting265.png,https://www.youtube.com/embed/L5bXkI0-pEg,
37,Rustic Barn,3,11,1984-03-15,"Barn, Deciduous, Fence, Lake, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting266.png,https://www.youtube.com/embed/WJJwrnFhUUg,
38,Hidden Lake,3,12,1984-03-22,"Bushes, Conifer, Deciduous, Lake, Mountain, Mountains, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting267.png,https://www.youtube.com/embed/P_DaqkFbnac,
39,Peaceful Waters,3,13,1984-03-29,"Clouds, Conifer, Cumulus, Deciduous, Guest, Lake, Mountain, Snowy_Mountain, Steve_Ross, Tree, Trees","Alizarin Crimson, Cadmium Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting268.png,https://www.youtube.com/embed/Z0vtjRLqXcQ,
40,Purple Splendor,4,1,1984-09-05,"Cabin, Conifer, Lake, Snow, Structure, Tree, Trees, Winter","Alizarin Crimson, Phthalo Blue, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting243.png,https://www.youtube.com/embed/hP4GfMgsNVE,
41,Tranquil Valley,4,2,1984-09-12,"Bushes, Clouds, Cumulus, Deciduous, Grass, Lake, Mountain, Mountains, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting244.png,https://www.youtube.com/embed/PbchoOWWCZs,
42,Majestic Mountains,4,3,1984-09-19,"Bushes, Conifer, Grass, Mountain, Mountains, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting245.png,https://www.youtube.com/embed/NcVeRlPu_5w,
43,Winter Sawscape,4,4,1984-09-26,"Cabin, Clouds, Conifer, Cumulus, Deciduous, Guest, Lake, Snow, Structure, Tree, Trees, Winter","Black Gesso, Bright Red, Burnt Umber, Cadmium Yellow, Midnight Black, Prussian Blue, Titanium White",https://www.twoinchbrush.com/images/painting246.png,https://www.youtube.com/embed/lmKAwKrONmE,
44,Evening Seascape,4,5,1984-10-03,"Beach, Cliff, Clouds, Conifer, Cumulus, Ocean, Rocks, Tree, Trees, Waves","Alizarin Crimson, Black Gesso, Bright Red, Burnt Umber, Cadmium Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting247.png,https://www.youtube.com/embed/y5k4GXw_-yI,
45,Warm Summer Day,4,6,1984-10-10,"Bushes, Deciduous, Lake, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting248.png,https://www.youtube.com/embed/GBN9AIw3Ao4,
46,Cabin in the Woods,4,7,1984-10-17,"Cabin, Deciduous, Grass, Path, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting249.png,https://www.youtube.com/embed/81QKellPA70,
47,Wetlands,4,8,1984-10-24,"Conifer, Deciduous, Grass, Lake, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting250.png,https://www.youtube.com/embed/2FpVyGanPwM,
48,Cool Waters,4,9,1984-10-31,"Bushes, Clouds, Conifer, Lake, Mountain, Mountains, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting251.png,https://www.youtube.com/embed/tJRvBcqQd5A,
49,Quiet Woods,4,10,1984-11-07,"Bushes, Conifer, Grass, River, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting252.png,https://www.youtube.com/embed/wIZX57I4aDs,
50,Northwest Majesty,4,11,1984-11-14,"Clouds, Conifer, Cumulus, Diane_Andre, Guest, Mountain, Mountains, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Liquid Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting253.png,https://www.youtube.com/embed/9DU6bunvD_g,
51,Autumn Days,4,12,1984-11-21,"Deciduous, Grass, Hills, Lake, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting254.png,https://www.youtube.com/embed/VAdMkf-AAPM,
52,Mountain Challenge,4,13,1984-11-28,"Conifer, Grass, Lake, Mountain, Snowy_Mountain, Tree","Alizarin Crimson, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting255.png,https://www.youtube.com/embed/o2cjLA_wgIk,
53,Mountain Waterfall,5,1,1985-01-02,"Bushes, Clouds, Conifer, Cumulus, Lake, Mountain, Mountains, Snowy_Mountain, Tree, Trees, Waterfall","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting230.png,https://www.youtube.com/embed/DqhzxdkdQS0,
54,Twilight Meadow,5,2,1985-01-09,"Clouds, Cumulus, Deciduous, Grass, Lake, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting231.png,https://www.youtube.com/embed/6evqNlOO7Bw,
55,Mountain Blossoms,5,3,1985-01-16,"Conifer, Flowers, Guest, Mountain, Mountains, Snow, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Liquid Black, Phthalo Blue, Phthalo Green, Titanium White",https://www.twoinchbrush.com/images/painting232.png,https://www.youtube.com/embed/UVhhStJAJZc,
56,Winter Stillness,5,4,1985-01-23,"Conifer, Deciduous, Lake, Snow, Tree, Trees, Winter","Alizarin Crimson, Burnt Umber, Indian Yellow, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting233.png,https://www.youtube.com/embed/qg9c1SqdRko,
57,Quiet Pond,5,5,1985-01-30,"Deciduous, Grass, Lake, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting234.png,https://www.youtube.com/embed/aiK9xOIJtV8,
58,Ocean Sunrise,5,6,1985-02-06,"Clouds, Grass, Guest, Ocean, Sun","Alizarin Crimson, Indian Yellow, Liquid Black, Prussian Blue, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting235.png,https://www.youtube.com/embed/u0Bz6TNUK1Q,Special guest Audrey Golden
59,Bubbling Brook,5,7,1985-02-13,"Deciduous, Grass, River, Rocks, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting236.png,https://www.youtube.com/embed/LiKCzeqn-kg,
60,Arizona Splendor,5,8,1985-02-20,"Deciduous, Grass, Mountain, Mountains, River, Tree, Trees","Alizarin Crimson, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting237.png,https://www.youtube.com/embed/spFwCh2616s,
61,Anatomy of a Wave,5,9,1985-02-27,"Guest, Ocean, Waves","Alizarin Crimson, Cadmium Yellow, Liquid Clear, Phthalo Blue, Phthalo Green, Titanium White",https://www.twoinchbrush.com/images/painting238.png,https://www.youtube.com/embed/DFQlu6eqrBo,Special guest Joyce Ortner
62,The Windmill,5,10,1985-03-06,"Barn, Clouds, Deciduous, Path, Structure, Tree, Windmill","Alizarin Crimson, Black Gesso, Bright Red, Burnt Umber, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting239.png,https://www.youtube.com/embed/xj8xsTSkbUk,
63,Autumn Glory,5,11,1985-03-13,"Bushes, Clouds, Cumulus, Deciduous, Grass, Lake, Mountain, Rocks, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Burnt Umber, Cadmium Yellow, Indian Yellow, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting240.png,https://www.youtube.com/embed/yTzlm_t0RmY,
64,Indian Girl,5,12,1985-03-20,"Guest, Portrait","Bright Red, Burnt Umber, Indian Yellow, Prussian Blue, Titanium White",https://www.twoinchbrush.com/images/painting241.png,https://www.youtube.com/embed/2uXMx8Kjs8I,
65,Meadow Stream,5,13,1985-03-27,"Barn, Clouds, Deciduous, Grass, River, Rocks, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting242.png,https://www.youtube.com/embed/87MMbN1bQCs,
66,Blue River,6,1,1985-05-01,"Bushes, Conifer, Deciduous, Grass, Hills, River, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting217.png,https://www.youtube.com/embed/LygUyAb78oY,
67,Nature's Edge,6,2,1985-05-08,"Bushes, Cabin, Clouds, Deciduous, Fog, Grass, Lake, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting218.png,https://www.youtube.com/embed/Bcqyzo85A1o,
68,Morning Mist,6,3,1985-05-15,"Clouds, Conifer, Fog, Lake, Mountain, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting219.png,https://www.youtube.com/embed/wbZreRaE74k,
69,Whispering Stream,6,4,1985-05-22,"Deciduous, Grass, River, Rocks, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting220.png,https://www.youtube.com/embed/QglIjlqsUdU,
70,Secluded Forest,6,5,1985-05-29,"Bushes, Deciduous, River, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting221.png,https://www.youtube.com/embed/USkduOfwJok,
71,Snow Trail,6,6,1985-06-05,"Clouds, Conifer, Cumulus, Grass, Snow, Tree, Trees","Alizarin Crimson, Burnt Umber, Cadmium Yellow, Phthalo Blue, Phthalo Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting222.png,https://www.youtube.com/embed/n9EsFFtwZnE,
72,Arctic Beauty,6,7,1985-06-12,"Cirrus, Clouds, Conifer, Grass, Mountain, Mountains, River, Snowy_Mountain, Tree, Trees, Waterfall","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting223.png,https://www.youtube.com/embed/UQ-RTZCOQn0,
73,Horizons West,6,8,1985-06-19,"Bushes, Conifer, Lake, Mountain, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Indian Yellow, Prussian Blue, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting224.png,https://www.youtube.com/embed/m6UM-rN2D6s,
74,High Chateau,6,9,1985-06-26,"Bushes, Cabin, Clouds, Conifer, Cumulus, Grass, Rocks, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting225.png,https://www.youtube.com/embed/dafH8ks9Zww,
75,Country Life,6,10,1985-07-02,"Barn, Cirrus, Clouds, Fence, Grass","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting226.png,https://www.youtube.com/embed/j8Jf7QVKLgQ,
76,Western Expanse,6,11,1985-07-09,"Cirrus, Clouds, Deciduous, Mountain, Mountains, River, Tree","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting227.png,https://www.youtube.com/embed/MTInkV5ODjk,
77,Marshlands,6,12,1985-07-16,"Bushes, Clouds, Deciduous, Lake, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting228.png,https://www.youtube.com/embed/Ugiwi8uizpg,
78,Blaze of Color,6,13,1985-07-23,"Clouds, Conifer, Deciduous, Grass, Hills, River, Tree, Trees","Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting229.png,https://www.youtube.com/embed/se7wOprxRGs,
79,Winter Cabin,7,1,1985-10-02,"Cabin, Clouds, Deciduous, Snow, Structure, Tree, Winter","Bright Red, Dark Sienna, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting203.png,https://www.youtube.com/embed/kdlHV6ceI_gw,
80,Secluded Lake,7,2,1985-10-09,"Clouds, Deciduous, Grass, Lake, Rocks, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting204.png,https://www.youtube.com/embed/2OxSJcFvpoU,
81,Evergreens at Sunset,7,3,1985-10-16,"Cirrus, Clouds, Conifer, Deciduous, River, Sun, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Indian Yellow, Midnight Black, Sap Green, Titanium White",https://www.twoinchbrush.com/images/painting205.png,https://www.youtube.com/embed/YQPEy3hYGo8,
82,Mountain Cabin,7,4,1985-10-23,"Cabin, Clouds, Conifer, Cumulus, Deciduous, Mountain, Mountains, River, Snowy_Mountain, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting206.png,https://www.youtube.com/embed/E3IAMvO8GyM,
83,Portrait of Sally,7,5,1985-10-30,"Guest, Portrait","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Phthalo Blue, Titanium White, Yellow Ochre",https://www.twoinchbrush.com/images/painting208.png,https://www.youtube.com/embed/MHJB0IBnuD4,
84,Misty Waterfall,7,6,1985-11-06,"Bushes, Clouds, Cumulus, Deciduous, Lake, River, Tree, Trees, Waterfall","Alizarin Crimson, Bright Red, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting209.png,https://www.youtube.com/embed/530_cVmexiI,
