id,title,season,episode,air_date,subject,colors,img_src,youtube_src,notes
155,Mountain in an Oval,12,12,1987-07-15,"Bushes, Clouds, Conifer, Cumulus, Deciduous, Grass, Mountain, Mountains, River, Sun, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting148.png,https://www.youtube.com/embed/1jRPshs27H8,
156,Winter Mountain,12,13,1987-07-22,"Conifer, Mountain, Mountains, River, Snow, Snowy_Mountain, Tree, Trees, Winter","Alizarin Crimson, Bright Red, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting149.png,https://www.youtube.com/embed/46vI20697HI,
157,Rolling Hills,13,1,1987-09-02,"Bushes, Deciduous, Grass, Hills, Lake, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting124.png,https://www.youtube.com/embed/H4GyGrT7lEQ,
158,Frozen Solitude,13,2,1987-09-09,"Bushes, Cabin, Clouds, Conifer, Lake, Mountain, Mountains, Snow, Snowy_Mountain, Structure, Tree, Trees, Winter","Dark Sienna, Midnight Black, Prussian Blue, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting125.png,https://www.youtube.com/embed/kNZssD9zWlw,
159,Meadow Brook,13,3,1987-09-16,"Cirrus, Clouds, Deciduous, Grass, Mountain, River, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting126.png,https://www.youtube.com/embed/06W8GsWj2Yg,
160,Evening at Sunset,13,4,1987-09-23,"Bushes, Cabin, Cirrus, Clouds, Conifer, Deciduous, River, Rocks, Structure, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting127.png,https://www.youtube.com/embed/7ZUQTXuDPaI,
161,Mountain View,13,5,1987-09-30,"Clouds, Deciduous, Grass, Mountain, Mountains, River, Rocks, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting128.png,https://www.youtube.com/embed/dJfnAyDLwPY,
162,Hidden Creek,13,6,1987-10-07,"Deciduous, Grass, River, Tree, Trees","Black Gesso, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting129.png,https://www.youtube.com/embed/KmoRz01bm0Y,
163,Peaceful Haven,13,7,1987-10-14,"Clouds, Conifer, Cumulus, Path, River, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting130.png,https://www.youtube.com/embed/j20pZ96E_CE,
164,Mountain Exhibition,13,8,1987-10-21,"Clouds, Conifer, Cumulus, Grass, Mountain, Mountains, River, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting131.png,https://www.youtube.com/embed/bgI3_1quJ18,
165,Emerald Waters,13,9,1987-10-28,"Bushes, Deciduous, Lake, Tree, Trees","Black Gesso, Cadmium Yellow, Dark Sienna, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting132.png,https://www.youtube.com/embed/lLunPQBzW6g,
166,Mountain Summit,13,10,1987-11-04,"Bushes, Clouds, Conifer, Cumulus, Deciduous, Mountain, River, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting133.png,https://www.youtube.com/embed/kasGRkfkiPM,
167,Cabin Hideaway,13,11,1987-11-11,"Cabin, Conifer, Deciduous, Lake, Mountain, Mountains, Snow, Structure, Tree, Trees, Winter","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting134.png,https://www.youtube.com/embed/NjTlW2NL1Lo,
168,Oval Essence,13,12,1987-11-18,"Clouds, Conifer, Night, Ocean, Rocks, Tree, Trees, Waves","Alizarin Crimson, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Phthalo Green, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting135.png,https://www.youtube.com/embed/q7WXF_BSEXw,
169,Lost Lake,13,13,1987-11-25,"Conifer, Grass, Lake, Mountain, Mountains, Path, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting136.png,https://www.youtube.com/embed/9-ATP8xyDM0,
170,Distant Mountains,14,1,1987-12-30,"Bushes, Clouds, Conifer, Cumulus, Lake, Mountain, Mountains, Path, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting111.png,https://www.youtube.com/embed/GpA9UM7QGag,
171,Meadow Brook Surprise,14,2,1988-01-06,"Conifer, Grass, River, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting112.png,https://www.youtube.com/embed/Ov5oIHTAa10,
172,Mountain Moonlight Oval,14,3,1988-01-13,"Conifer, Deciduous, Grass, Mountain, Mountains, Night, Tree, Trees","Alizarin Crimson, Black Gesso, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting113.png,https://www.youtube.com/embed/CigXQtT6BPM,
173,Snowy Solitude,14,4,1988-01-20,"Cirrus, Clouds, Deciduous, Fence, Snow, Tree, Trees, Winter","Alizarin Crimson, Dark Sienna, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting114.png,https://www.youtube.com/embed/1ZriQGhSFTM,
174,Mountain River,14,5,1988-01-27,"Bushes, Clouds, Conifer, Cumulus, Fog, Mountain, Mountains, River, Rocks, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting115.png,https://www.youtube.com/embed/CnMLKAGi0yM,
175,Graceful Mountains,14,6,1988-02-03,"Cirrus, Clouds, Conifer, Deciduous, Mountain, Mountains, River, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting116.png,https://www.youtube.com/embed/0uVe8T-vVVg,
176,Windy Waves,14,7,1988-02-10,"Beach, Clouds, Cumulus, Grass, Ocean, Palm_Trees, Waves","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Black, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting117.png,https://www.youtube.com/embed/y6GVVjG4HMg,
177,On a Clear Day,14,8,1988-02-17,"Conifer, Mountain, River, Snow, Snowy_Mountain, Sun, Tree, Trees, Winter","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting118.png,https://www.youtube.com/embed/e63Cgln6Yag,
178,Riverside Escape Oval,14,9,1988-02-24,"Clouds, Cumulus, Deciduous, Path, River, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting119.png,https://www.youtube.com/embed/d83REwSGfGo,
179,Surprising Falls,14,10,1988-03-02,"Cirrus, Clouds, Deciduous, Guest, Lake, Mountain, Mountains, Snowy_Mountain, Steve_Ross, Tree, Waterfall","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting120.png,https://www.youtube.com/embed/QbclL1ca7_s,
180,Shadow Pond,14,11,1988-03-09,"Deciduous, Grass, Lake, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting121.png,https://www.youtube.com/embed/BQWJ3kqonpA,
181,Misty Forest Oval,14,12,1988-03-16,"Clouds, Deciduous, Fog, Grass, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting122.png,https://www.youtube.com/embed/ddU9vQvSpw8,
182,Natural Wonder,14,13,1988-03-23,"Clouds, Conifer, Cumulus, Deciduous, Grass, Lake, Mountain, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting123.png,https://www.youtube.com/embed/knOutsaiKfU,
183,Splendor of Winter,15,1,1988-04-27,"Bushes, Cirrus, Clouds, Conifer, Deciduous, Snow, Sun, Tree, Trees, Winter","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting98.png,https://www.youtube.com/embed/oJvk7gPDHiE,
184,Colors of Nature,15,2,1988-05-04,"Clouds, Cumulus, Deciduous, Grass, River, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting99.png,https://www.youtube.com/embed/Me9Ietooq4w,
185,Grandpa's Barn,15,3,1988-05-11,"Barn, Deciduous, Fence, Grass, Path, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting100.png,https://www.youtube.com/embed/IPPU49PyfEA,
186,Peaceful Reflections,15,4,1988-05-18,,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting101.png,https://www.youtube.com/embed/gYuH4Ilqdhs,
187,Hidden Winter Moon Oval,15,5,1988-05-25,"Cabin, Cirrus, Clouds, Conifer, Lake, Mountain, Mountains, Snowy_Mountain, Structure, Tree, Trees, Winter","Alizarin Crimson, Black Gesso, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting102.png,https://www.youtube.com/embed/yxAMOdl6RJE,
188,Waves of Wonder,15,6,1988-06-01,"Beach, Clouds, Cumulus, Ocean, Rocks, Waves","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Liquid Clear, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting103.png,https://www.youtube.com/embed/tayQX_ng-Nc,
189,Cabin by the Pond,15,7,1988-06-08,"Cabin, Clouds, Conifer, Deciduous, Grass, Lake, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting104.png,https://www.youtube.com/embed/TyOO6WeP2AY,
190,Fall Stream,15,8,1988-06-15,"Clouds, Cumulus, Deciduous, Grass, Mountain, Mountains, River, Rocks, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting105.png,https://www.youtube.com/embed/ZY0ofhdV_L0,
191,Christmas Eve Snow,15,9,1988-06-22,"Cabin, Clouds, Conifer, Cumulus, Mountain, Mountains, Snow, Snowy_Mountain, Structure, Tree, Trees, Winter","Alizarin Crimson, Black Gesso, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting106.png,https://www.youtube.com/embed/cVqFG2pxK2A,
192,Forest Down Oval,15,10,1988-06-29,"Bushes, Deciduous, Grass, Path, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting107.png,https://www.youtube.com/embed/COsJUfPN2dA,
193,Pathway to Autumn,15,11,1988-07-06,"Cabin, Deciduous, Grass, Path, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting108.png,https://www.youtube.com/embed/Hg5RKc6xiL4,
194,Deep Forest Lake,15,12,1988-07-13,"Deciduous, Lake, Rocks, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting109.png,https://www.youtube.com/embed/2bjFmSQjQrw,
195,Peaks of Majesty,15,13,1988-07-20,"Cirrus, Clouds, Conifer, Grass, Lake, Mountain, Mountains, Tree, Trees","Alizarin Crimson, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting110.png,https://www.youtube.com/embed/lTb8DN6G6dE,
196,Two Seasons,16,1,1988-08-17,"Clouds, Conifer, Cumulus, Deciduous, Fog, Lake, Mountain, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting84.png,https://www.youtube.com/embed/jwVz0uTLH1I,
197,Nestled Cabin,16,2,1988-08-24,"Cabin, Deciduous, Grass, Path, Structure, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting85.png,https://www.youtube.com/embed/l_jN9KN257M,
198,Wintertime Discovery,16,3,1988-08-31,"Cabin, Clouds, Conifer, Deciduous, Snow, Structure, Tree, Trees, Winter","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting86.png,https://www.youtube.com/embed/uZyZW3tkCE0,
199,Mountain Mirage Wood Shape,16,4,1988-09-07,"Bushes, Clouds, Conifer, Cumulus, Fog, Snow, Tree, Trees, Winter","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting87.png,https://www.youtube.com/embed/jfCsew_mz7A,
200,Double Oval Fantasy,16,5,1988-09-14,"Bushes, Clouds, Conifer, Cumulus, Lake, Mountain, Mountains, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting88.png,https://www.youtube.com/embed/4jAsLpJzjHM,
201,Contemplative Lady,16,6,1988-09-21,"Guest, Portrait",Van Dyke Brown,https://www.twoinchbrush.com/images/painting89.png,https://www.youtube.com/embed/gnp6WE7Ql-s,Special guest John Thamm (Bob Ross's former instructor)
202,Deep Woods,16,7,1988-09-28,"Conifer, River, Rocks, Tree, Trees, Waterfall","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting90.png,https://www.youtube.com/embed/rE5ZVs_YJfE,
203,High Tide,16,8,1988-10-05,"Beach, Clouds, Ocean, Palm_Trees, Waves","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting91.png,https://www.youtube.com/embed/_IREQ4SIcX8,
204,Barn in Snow Oval,16,9,1988-10-12,"Barn, Conifer, Fence, Snow, Structure, Tree, Trees, Winter","Alizarin Crimson, Dark Sienna, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting93.png,https://www.youtube.com/embed/wJmi7-G9r-w,
205,That Time of Year,16,10,1988-10-19,"Clouds, Deciduous, Guest, Hills, Lake, Steve_Ross, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting94.png,https://www.youtube.com/embed/q5moLoqOkP0,Special guest Steve Ross (Bob's son)
206,Waterfall Wonder,16,11,1988-10-26,"Bushes, Deciduous, River, Rocks, Tree, Trees, Waterfall","Alizarin Crimson, Black Gesso, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting95.png,https://www.youtube.com/embed/AGhXEPfp-W4,Footage with Grand Ole Opry regular Hank Snow and announcer Grant Turner
207,Mighty Mountain Lake,16,12,1988-11-02,"Clouds, Cumulus, Flowers, Grass, Lake, Mountain, Snowy_Mountain","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting96.png,https://www.youtube.com/embed/4vXB2R8ybDE,
208,Wooded Stream Oval,16,13,1988-11-09,"Deciduous, River, Rocks, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting97.png,https://www.youtube.com/embed/-XA2h17y3HU,
209,Golden Mist Oval,17,1,1989-01-04,"Conifer, Fog, River, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting71.png,https://www.youtube.com/embed/lhpfaW0k6uM,
210,The Old Home Place,17,2,1989-01-11,"Cabin, Deciduous, Fence, Grass, Path, Structure, Tree","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting72.png,https://www.youtube.com/embed/EVQcDEiJh2o,
211,Soothing Vista,17,3,1989-01-18,"Deciduous, Grass, Lake, Mountain, Mountains, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting73.png,https://www.youtube.com/embed/NqfRLiv0SZ0,
212,Stormy Seas,17,4,1989-01-25,"Beach, Clouds, Cumulus, Ocean, Rocks, Sun, Waves","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting74.png,https://www.youtube.com/embed/LE6agCR5iBw,
213,Country Time,17,5,1989-02-01,"Cabin, Deciduous, Flowers, Lake, Structure, Tree","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting75.png,https://www.youtube.com/embed/e_bt9rQoGN0,
214,A Mild Winter's Day,17,6,1989-02-08,"Clouds, Conifer, Deciduous, River, Snow, Tree, Trees, Winter","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting76.png,https://www.youtube.com/embed/BbYO579MmhA,
215,Spectacular Waterfall,17,7,1989-02-15,"Conifer, Mountain, Mountains, River, Rocks, Tree, Trees, Waterfall","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting77.png,https://www.youtube.com/embed/nK-HebXL2uw,
216,View from the Park,17,8,1989-02-22,"Bridge, Building, Deciduous, Lake, Structure, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting78.png,https://www.youtube.com/embed/Q4n90jsOUtY,
217,Lake View,17,9,1989-03-01,"Conifer, Deciduous, Flowers, Grass, Guest, Hills, Lake, Steve_Ross, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting79.png,https://www.youtube.com/embed/07acfzBaoa0,
218,Old Country Mill,17,10,1989-03-08,"Deciduous, Mill, River, Rocks, Structure, Tree, Waterfall","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting80.png,https://www.youtube.com/embed/n8HlFCQACYA,
219,Morning Walk,17,11,1989-03-15,"Deciduous, Fog, Path, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting81.png,https://www.youtube.com/embed/pSvgNkQdR2Y,
220,Nature's Splendor,17,12,1989-03-22,"Conifer, Grass, Mountain, River, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting82.png,https://www.youtube.com/embed/uCAtI2IwEwk,
221,Mountain Beauty,17,13,1989-03-29,"Cumulus, Flowers, Grass, Guest, Hills, Lake, Mountain, Snowy_Mountain, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting83.png,https://www.youtube.com/embed/8P-YeoTmVrw,
222,Half-Oval Vignette,18,1,1989-07-05,"Bushes, Clouds, Conifer, Cumulus, Lake, Mountain, Mountains, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting58.png,https://www.youtube.com/embed/uY3fIry2tOE,
223,Absolutely Autumn,18,2,1989-07-12,"Bushes, Clouds, Cumulus, Deciduous, Grass, River, Tree, Trees","Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",https://www.twoinchbrush.com/images/painting59.png,https://www.youtube.com/embed/PGPVpil2UmE,
224,Mountain Seclusion,18,3,1989-07-19,"Cabin, Clouds, Conifer, Mountain, Mountains, River, Snow, Structure, Tree, Trees, Winter","Alizarin Crimson, Black Gesso, Cadmium Yellow, Dark Sienna, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown",https://www.twoinchbrush.com/images/painting60.png,https://www.youtube.com/embed/EBZKuVbRY54,
